Name,place_id,state_id,Total Population,Median Household Income,Per capita income,Under 5yo %,Under 18yo %,Over 65yo %,Female %,White %,Black or African American %,American Indian and Alaska Native %,Asian %,Native Hawaiian and Other Pacific Islander %,Two or more races %,Hispanic or Latino %,"White alone, not Hispanic or Latino %",Foreign born %,Total Housing Units,Owner-occupied Housing Units,Median value of owner-occupied housing units,Median selected monthly owner costs - with mortgage,Median selected monthly owner costs - without mortgage,Median gross rent,Total households,Persons per household,Living in the same house 1 year ago %,Language other than English spoken at home %,Households with computer %,Households with internet %,High school graduate or higher %,Bachelor's degree or higher %,18-64yo with disability %,Without health insurance %,In labor force over 16yo %,In labor force females over 16yo %,Mean travel time to work (minutes),People in poverty %
"Tamaroa village, Illinois",74444,17,671,46250,22334,6.6,23.2,92,45.0,99.9,0.0,0.3,0.0,0.0,0.1,0.0,99.7,0.3,307,199,60600,943,378,788,248,2.71,81.9,2.9,75.4,80.6,80.6,2.4,22.9,4.6,62.9,55.8,25.6,9.4
"Tamms village, Illinois",74457,17,643,45069,17401,2.2,27.5,107,39.2,70.1,31.3,7.2,0.2,0.0,8.7,0.0,61.4,0.8,259,149,87900,1014,384,388,181,3.22,96.1,0.0,66.9,51.9,84.2,10.8,33.7,3.0,43.2,46.3,27.3,15.4
"Tampico village, Illinois",74470,17,715,52708,29506,4.3,22.8,109,52.2,98.3,1.7,0.1,0.0,0.0,0.1,4.6,93.6,0.8,310,217,81100,889,456,786,253,2.83,83.6,5.0,87.0,79.1,89.7,9.2,18.7,3.1,64.6,58.7,26.8,10.9
"Taylor Springs village, Illinois",74561,17,702,40172,23010,5.7,10.5,295,48.3,99.7,0.0,0.0,0.0,0.0,0.0,3.1,96.9,1.7,326,256,61400,800,370,829,312,1.94,94.0,3.8,65.7,65.7,94.5,5.9,14.1,0.8,34.9,36.1,20.2,21.2
"Taylorville city, Illinois",74574,17,11163,43197,26610,8.1,22.0,2194,52.4,95.8,2.7,0.7,1.6,0.0,0.8,0.0,95.0,1.1,5538,3226,90300,991,455,714,4902,2.23,86.3,1.6,86.3,73.8,92.2,19.4,11.4,3.2,54.0,47.0,18.6,14.3
"Teutopolis village, Illinois",74743,17,1825,79474,38176,6.4,24.4,285,48.8,99.0,0.1,0.2,2.0,0.0,1.4,0.3,97.5,0.9,804,523,175600,1448,617,569,752,2.41,92.1,3.0,95.6,91.5,99.5,30.4,5.1,2.0,74.1,72.8,16.2,2.7
"Thawville village, Illinois",74847,17,238,39500,19560,9.2,32.8,52,52.1,90.8,7.6,0.4,1.3,0.0,7.6,21.8,73.9,1.3,116,77,68400,771,433,530,94,2.53,98.3,1.9,73.4,72.3,89.3,8.7,18.5,5.0,58.9,55.8,25.5,20.6
"Thayer village, Illinois",74860,17,577,52778,33705,4.9,16.6,126,48.0,96.9,1.2,0.2,3.3,0.0,1.6,0.0,95.3,0.5,369,269,80400,955,354,785,306,1.89,87.5,2.0,96.4,84.0,98.0,16.5,17.0,3.1,67.4,61.1,25.7,9.7
"Thebes village, Illinois",74873,17,431,42500,10062,19.7,40.8,25,65.2,81.4,20.0,0.2,0.0,0.0,1.6,0.0,79.8,0.0,133,66,56000,867,300,325,88,4.90,77.5,0.0,64.8,44.3,80.2,6.2,22.2,12.8,43.2,32.8,26.8,31.3
"The Galena Territory CDP, Illinois",74970,17,1534,108141,64453,1.1,7.4,741,49.1,99.4,1.2,0.1,1.6,1.6,2.6,2.4,96.7,3.5,2137,723,262700,1991,829,1050,740,2.07,77.8,3.6,98.1,92.8,99.7,55.0,9.9,6.4,42.4,37.0,30.0,2.0
"Third Lake village, Illinois",75081,17,1137,141000,61525,5.4,19.3,267,51.2,94.5,0.0,4.7,0.1,0.0,0.5,10.3,88.8,6.2,431,419,274800,2539,1040,1125,428,2.61,90.0,9.2,97.2,97.4,99.6,69.1,2.9,1.4,62.1,57.0,28.5,4.2
"Thomasboro village, Illinois",75107,17,1011,57841,38829,4.2,17.0,176,52.2,97.0,4.2,1.1,1.3,0.5,5.3,5.5,87.8,6.4,490,349,95300,922,466,781,435,2.32,89.2,2.4,97.2,89.4,95.0,21.0,6.9,6.1,71.5,66.6,21.4,9.9
"Thompsonville village, Illinois",75159,17,553,35268,21507,13.2,24.8,114,60.6,100.0,0.0,0.9,0.0,0.0,0.9,0.0,99.1,0.4,322,144,75500,771,429,675,249,2.22,83.7,0.0,85.1,70.3,81.8,10.1,27.2,11.2,63.7,60.7,32.4,26.9
"Thomson village, Illinois",75172,17,412,50556,30913,1.7,11.2,152,53.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,248,144,121400,986,575,785,198,2.08,83.6,1.0,82.8,81.8,91.0,21.3,13.6,3.6,51.4,55.2,21.3,13.3
"Thornton village, Illinois",75185,17,2299,59632,32417,5.5,18.3,385,51.1,66.2,27.3,1.0,1.4,0.0,1.9,15.8,55.5,3.3,1029,779,111400,1346,527,1031,983,2.33,83.3,14.0,88.4,86.0,92.0,21.8,8.2,8.3,68.9,66.4,25.9,11.8
"Tilden village, Illinois",75263,17,979,44375,22350,10.7,19.7,129,46.3,85.0,11.7,1.0,0.4,0.0,2.0,5.5,82.3,2.5,410,220,64200,900,367,647,357,2.74,70.8,2.7,86.6,79.0,83.3,11.8,27.1,7.5,59.1,42.6,18.2,25.1
"Tilton village, Illinois",75276,17,2717,46467,28559,3.3,15.7,605,52.2,99.0,1.1,0.0,0.0,0.0,2.3,8.1,90.8,0.7,1255,936,57600,832,378,781,1202,2.17,87.3,1.2,83.6,74.0,85.4,7.2,11.1,17.3,58.7,54.9,19.8,11.9
"Tinley Park village, Illinois",75484,17,55988,87864,44349,5.4,21.2,9999,50.9,87.1,6.5,0.4,4.0,0.0,5.1,11.6,77.3,10.1,23125,19001,248400,2056,840,1253,22080,2.53,91.5,15.4,94.3,91.8,95.2,37.7,5.8,3.9,68.8,62.4,32.6,5.4
"Tiskilwa village, Illinois",75549,17,709,44226,23497,5.4,23.1,148,51.1,93.7,1.1,2.1,5.6,0.0,4.4,5.1,86.9,3.4,338,225,75000,962,427,728,299,2.37,94.7,6.7,84.6,78.9,89.6,17.4,5.8,5.4,55.7,49.4,24.4,14.8
"Toledo village, Illinois",75601,17,1185,63333,27836,7.5,21.5,173,53.2,97.9,1.3,1.8,1.8,1.8,5.4,1.4,93.8,0.0,556,333,80800,931,388,650,474,2.48,88.0,1.6,87.8,78.7,88.3,17.5,13.7,9.4,69.5,64.7,26.4,12.3
"Tolono village, Illinois",75614,17,3578,66842,29629,3.3,23.9,257,55.3,94.3,6.8,0.0,3.4,0.0,4.5,0.5,89.3,0.0,1351,929,149200,1524,504,727,1304,2.73,96.7,1.1,97.0,97.0,99.1,29.0,7.8,3.2,79.6,75.6,19.4,8.5
"Toluca city, Illinois",75653,17,1146,52292,30689,5.7,18.4,254,56.4,93.8,0.5,0.9,1.6,0.0,6.3,16.3,79.8,5.2,650,398,93900,1068,453,710,517,2.05,86.5,10.7,89.7,83.4,90.7,16.2,14.3,2.9,57.8,54.9,22.2,14.2
"Tonica village, Illinois",75718,17,706,58958,31866,4.5,21.8,86,47.9,94.2,0.0,0.4,1.6,0.0,2.8,11.9,86.3,2.7,331,229,119300,1096,600,640,309,2.28,92.9,9.5,94.2,84.1,92.6,21.0,8.2,11.0,69.5,66.4,24.1,9.8
"Toulon city, Illinois",75783,17,1424,42292,26481,5.6,22.3,355,50.8,97.2,2.1,0.8,1.3,0.0,3.2,0.6,93.3,3.8,644,384,82300,945,400,694,575,2.32,81.6,3.8,85.9,80.5,84.6,21.1,11.4,7.3,48.8,43.3,28.1,17.8
"Tovey village, Illinois",75809,17,811,79167,27346,2.2,38.2,42,57.0,100.0,0.0,0.0,0.0,0.0,0.0,24.3,75.7,3.2,263,211,68500,796,395,746,246,3.30,93.6,25.0,93.9,88.6,84.9,11.6,9.8,16.3,75.5,68.2,21.2,5.8
"Towanda village, Illinois",75822,17,376,65938,38200,2.1,17.0,86,44.9,98.4,0.5,0.0,1.1,0.0,1.1,1.1,97.3,0.5,192,143,150300,1233,497,770,173,2.17,96.5,0.0,95.4,92.5,96.8,21.0,7.5,3.5,62.3,53.1,21.8,15.4
"Tower Hill village, Illinois",75848,17,502,54500,24402,8.4,27.3,92,42.8,100.0,0.0,6.0,0.0,0.0,6.0,0.0,94.0,0.0,232,145,54000,883,309,731,182,2.76,84.9,0.0,85.7,86.8,87.4,12.6,4.4,6.2,60.1,56.0,18.6,17.7
"Tower Lakes village, Illinois",75874,17,1340,148750,60624,3.3,24.0,280,48.1,97.2,1.5,0.6,2.0,0.0,2.2,2.4,93.9,5.9,477,443,465800,2915,1335,2350,457,2.93,96.2,9.4,98.2,97.6,100.0,73.5,5.3,1.0,65.5,56.0,37.2,2.1
"Tremont village, Illinois",75965,17,2333,68295,36588,3.8,23.4,417,48.3,99.4,0.9,0.6,0.2,0.0,1.6,6.9,91.0,0.8,1059,694,170500,1318,600,732,981,2.38,91.8,0.9,94.3,87.1,98.0,33.1,7.1,3.7,64.8,54.8,18.6,2.6
"Trenton city, Illinois",75991,17,2684,58689,33189,4.7,25.6,493,52.7,99.9,0.2,0.4,0.0,0.0,0.6,0.3,99.2,0.1,1224,833,150100,1408,560,717,1137,2.33,88.7,1.6,84.1,77.2,95.0,28.7,8.3,5.7,62.8,61.3,24.5,12.8
"Troy city, Illinois",76199,17,10858,80677,36707,7.7,24.7,1408,56.0,94.8,4.4,0.6,1.7,0.0,3.8,3.2,89.9,2.1,4336,2957,203500,1578,615,888,4203,2.51,83.4,5.4,93.8,91.7,94.1,31.8,12.5,2.7,63.6,57.8,25.7,6.7
"Troy Grove village, Illinois",76225,17,190,79583,38943,6.8,21.6,28,46.8,100.0,0.0,0.0,0.0,0.0,0.0,3.2,96.8,0.0,91,57,134700,1172,550,681,77,2.47,93.7,0.0,92.2,79.2,94.8,9.7,8.3,3.2,67.1,75.0,31.6,9.0
"Tuscola city, Illinois",76407,17,4769,68019,34816,6.9,22.0,617,47.2,97.1,0.5,0.9,2.2,0.9,3.8,2.5,91.4,3.9,2245,1392,129700,1405,410,762,2070,2.29,87.1,4.3,91.1,86.1,92.8,26.1,13.8,3.6,71.5,67.7,21.0,12.1
"Ullin village, Illinois",76615,17,558,62250,24626,3.4,26.3,58,48.7,84.9,15.1,0.2,0.0,0.0,0.2,0.5,84.2,0.4,278,130,82900,913,331,477,167,3.31,100.0,0.9,70.1,70.1,97.9,16.7,17.8,2.0,63.7,65.7,28.2,10.5
"Union village, Illinois",76706,17,630,101250,42040,2.7,25.7,62,44.6,95.9,0.0,0.0,3.5,0.0,0.5,7.1,89.4,5.9,267,219,188100,1446,825,789,239,2.64,97.4,5.1,95.4,95.4,96.1,13.8,9.7,2.7,76.7,73.3,30.4,3.2
"University Park village, Illinois",76935,17,7239,65924,25291,12.3,31.4,744,58.3,15.0,87.9,0.2,0.4,0.0,3.8,5.7,10.0,3.9,2937,1599,127000,1603,663,1064,2587,2.79,94.4,3.7,95.1,87.9,95.6,29.1,13.5,3.3,69.1,71.5,32.1,10.1
"Urbana city, Illinois",77005,17,39189,37701,26403,4.3,11.6,4375,49.7,65.0,18.2,0.5,17.6,0.2,5.2,8.2,55.0,18.5,18371,5410,155900,1418,637,845,16022,2.03,67.5,24.6,94.2,79.5,95.7,59.5,6.6,4.7,56.6,55.5,15.4,27.1
"Ursa village, Illinois",77044,17,542,46429,29542,5.0,24.4,83,47.2,93.2,5.7,0.4,6.3,6.3,7.9,0.0,89.7,0.0,263,154,133300,1250,400,736,230,2.36,89.9,0.4,93.9,90.0,97.0,24.9,11.0,0.7,66.7,65.2,20.8,7.8
"Valier village, Illinois",77148,17,695,37321,21656,7.9,27.5,176,53.7,98.8,1.2,0.6,0.0,0.0,3.2,4.7,90.9,0.3,336,270,61300,888,327,575,303,2.29,95.4,0.0,77.9,74.6,89.4,9.2,24.1,5.2,44.3,41.7,35.3,13.7
"Valmeyer village, Illinois",77265,17,1248,94531,35346,2.6,24.3,181,49.9,99.8,0.2,0.2,1.5,0.0,2.1,4.5,93.6,0.4,443,324,170300,1510,620,1101,413,3.02,97.4,0.2,96.4,93.2,95.1,23.3,4.8,3.8,73.8,66.3,30.4,2.2
"Vandalia city, Illinois",77317,17,6459,36064,18264,4.8,16.2,1034,39.8,84.7,14.3,0.5,0.0,0.2,1.4,5.5,79.7,3.3,2511,1271,74900,855,340,669,2090,2.43,79.0,9.1,84.1,76.7,83.7,10.7,18.1,9.7,40.8,46.1,20.2,20.5
"Varna village, Illinois",77395,17,428,63500,26853,6.1,25.7,88,43.2,99.3,0.0,0.2,4.0,0.0,5.4,0.7,93.9,0.2,198,152,85900,975,403,788,168,2.55,91.2,0.0,91.1,78.0,88.9,9.7,11.3,5.6,57.3,56.1,25.6,5.7
"Venedy village, Illinois",77408,17,125,46250,24940,5.6,32.8,19,31.2,95.2,0.0,0.0,26.4,0.0,21.6,7.2,66.4,6.4,59,39,104200,838,500,475,50,2.50,96.0,5.9,94.0,84.0,88.3,9.1,4.6,8.0,62.8,69.2,30.8,10.4
"Venetian Village CDP, Illinois",77460,17,2667,83438,33662,5.2,22.1,414,48.4,92.6,6.5,1.0,0.6,0.0,8.7,17.2,76.8,7.8,1045,851,175100,1575,598,1629,998,2.67,89.6,11.6,99.4,97.1,88.0,13.4,3.7,7.0,71.0,61.3,31.8,1.9
"Venice city, Illinois",77473,17,1926,32446,19689,6.2,17.9,350,56.5,4.4,96.3,3.9,0.0,0.0,4.6,1.9,3.0,0.3,1014,375,46000,679,354,811,770,2.50,86.2,3.6,89.2,64.3,84.7,10.4,33.5,10.2,54.8,52.8,23.1,36.0
"Vergennes village, Illinois",77525,17,243,50250,22048,11.9,28.0,40,46.1,99.2,0.0,1.2,0.0,0.0,1.6,2.9,95.9,3.7,110,81,80300,993,345,733,99,2.45,78.8,4.2,94.9,89.9,89.3,8.8,12.6,1.6,60.6,51.0,21.8,9.5
"Vermilion village, Illinois",77551,17,224,50625,21940,11.2,32.6,39,46.4,100.0,0.0,0.0,0.0,0.0,2.2,2.2,97.8,2.2,78,59,54100,733,319,1063,71,3.15,75.9,2.5,87.3,74.6,80.3,9.5,13.4,18.3,59.7,48.7,21.4,14.3
"Vermont village, Illinois",77642,17,580,41042,24976,2.8,14.5,147,44.3,98.6,0.3,0.2,1.0,0.0,0.2,0.0,98.4,0.5,328,246,49100,759,383,289,280,2.07,89.7,1.2,80.4,78.2,92.4,8.0,13.8,7.2,54.4,49.4,27.2,7.8
"Vernon Hills village, Illinois",77694,17,26723,107938,53484,4.5,26.0,4062,50.8,70.7,3.3,0.8,25.8,0.3,5.4,12.4,57.8,31.6,11029,6908,338000,2552,1172,1790,10199,2.62,88.6,41.5,96.2,93.5,94.5,63.2,5.2,4.8,68.8,61.3,28.2,5.6
"Verona village, Illinois",77707,17,254,38750,28101,4.3,22.4,30,45.7,99.6,0.0,0.0,0.0,0.0,0.4,14.6,85.0,5.9,124,107,105500,1000,444,1167,117,2.17,98.0,15.6,82.1,88.0,90.2,12.1,9.0,12.6,70.6,55.3,27.9,26.4
"Victoria village, Illinois",77811,17,274,45750,24662,2.9,19.3,47,49.6,100.0,0.0,0.7,0.0,0.0,0.7,2.6,96.7,1.5,153,98,61200,867,371,675,121,2.26,96.3,2.3,83.5,76.9,94.1,11.8,12.1,3.6,71.1,65.5,28.3,12.0
"Vienna city, Illinois",77863,17,1729,34844,23439,7.9,22.7,494,54.4,99.0,0.7,2.8,0.4,0.0,3.6,1.3,94.9,0.3,745,331,82900,978,417,659,589,2.84,94.3,0.1,71.8,59.1,88.1,20.3,23.0,6.3,43.9,36.5,19.4,24.6
"Villa Grove city, Illinois",77941,17,2394,57009,28817,4.3,18.8,519,51.5,98.9,0.4,1.1,0.2,0.0,1.1,2.0,96.3,0.8,1167,812,88400,998,421,721,1035,2.31,90.3,1.9,88.7,81.6,90.2,17.9,10.4,3.7,63.7,58.2,25.8,9.6
"Villa Park village, Illinois",77993,17,22755,85173,38268,6.4,22.7,2942,49.8,86.9,5.7,1.1,4.2,0.1,7.7,23.7,65.8,15.3,8780,5903,263100,1887,797,1221,8329,2.73,90.4,25.3,95.9,93.3,92.9,34.9,8.9,6.7,71.5,66.0,27.4,5.8
"Viola village, Illinois",78123,17,1141,64800,29104,8.5,27.9,156,52.6,100.0,0.0,0.2,0.8,0.0,7.4,4.6,92.3,3.1,451,357,95300,1028,480,675,406,2.81,94.6,5.7,95.6,92.6,92.7,18.7,10.6,6.3,66.6,64.7,19.8,15.9
"Virden city, Illinois",78149,17,3341,57193,28395,3.3,23.0,585,59.2,99.6,0.0,0.0,0.4,0.0,0.0,0.0,99.6,0.4,1620,945,91300,1037,433,737,1375,2.39,88.8,0.6,85.7,79.6,91.7,14.5,12.3,1.8,61.0,59.8,20.4,11.1
"Virgil village, Illinois",78175,17,360,89750,36697,2.8,19.2,72,46.7,86.7,2.5,0.0,0.6,0.0,1.1,9.4,85.8,5.0,137,114,241900,1905,742,925,131,2.71,95.0,2.0,98.5,96.2,91.2,15.4,10.6,12.0,65.4,66.9,30.5,4.4
"Virginia city, Illinois",78201,17,1402,49868,25099,5.8,24.7,283,51.6,97.8,1.2,0.8,0.6,0.0,3.4,2.9,94.4,1.0,621,406,82000,1005,462,589,564,2.42,94.1,2.0,93.1,87.1,92.2,14.7,14.3,2.8,63.1,60.6,19.2,15.4
"Volo village, Illinois",78227,17,5929,109778,42317,9.7,30.3,443,47.3,88.9,6.2,2.2,5.2,0.0,5.3,13.9,75.4,11.9,2123,1690,216400,2067,833,1773,2034,2.91,91.1,16.6,99.5,99.2,94.9,45.3,5.1,1.9,77.0,69.3,39.7,1.5
"Wadsworth village, Illinois",78370,17,3460,106991,54318,1.6,19.5,723,51.0,91.0,5.9,0.8,3.2,0.1,11.5,10.5,79.7,3.9,1403,1287,342900,1985,1012,1701,1376,2.51,91.8,8.3,97.9,96.7,97.4,51.2,17.0,3.0,63.6,56.0,31.4,5.0
"Waggoner village, Illinois",78383,17,139,63438,25971,5.8,21.6,13,52.5,100.0,0.0,1.4,0.0,0.0,1.4,0.0,98.6,0.0,88,36,52500,817,354,500,69,2.01,94.9,0.8,89.9,88.4,80.4,6.2,12.5,3.6,71.9,61.7,23.9,27.3
"Walnut village, Illinois",78526,17,1242,47367,26058,3.6,20.2,302,50.2,99.6,0.8,0.5,0.0,0.0,1.4,1.4,96.9,0.7,585,439,91900,923,456,620,531,2.25,91.2,1.2,86.3,75.5,93.6,17.0,12.7,4.3,62.8,62.8,20.7,11.4
"Waltonville village, Illinois",78708,17,355,48750,27381,1.7,19.7,66,47.0,99.2,0.0,1.4,0.0,0.0,1.1,0.6,98.0,0.3,162,103,79500,967,463,531,158,2.25,86.7,0.6,91.1,84.2,90.4,11.2,15.5,3.4,64.2,57.5,19.4,12.1
"Wamac city, Illinois",78721,17,1090,34792,22070,9.8,31.4,86,50.1,99.2,0.4,3.1,1.6,0.0,3.4,2.8,93.6,2.3,506,240,23100,875,380,725,390,2.79,78.0,3.3,89.0,80.8,77.9,3.3,29.2,9.3,58.7,55.9,29.2,32.9
"Wapella village, Illinois",78773,17,444,65114,35571,3.6,13.5,96,50.2,100.0,0.0,2.3,0.0,0.0,2.3,0.0,97.7,0.0,247,193,84000,925,447,738,221,2.01,97.3,0.7,92.8,84.6,89.0,10.1,14.9,2.9,70.1,71.1,21.7,7.9
"Warren village, Illinois",78851,17,1313,57750,28166,5.9,23.2,364,52.3,99.6,1.4,0.4,0.2,0.0,1.4,1.8,97.3,1.1,628,471,86500,989,452,637,556,2.36,88.6,0.6,89.6,81.7,89.8,12.4,9.3,3.7,59.3,56.4,25.2,8.5
"Warrensburg village, Illinois",78916,17,1249,74688,27025,2.3,25.8,245,54.4,100.0,1.3,0.2,0.0,0.0,1.4,2.5,96.1,1.4,478,340,105500,1047,512,656,409,3.04,93.9,2.2,91.7,83.1,95.1,26.3,6.2,3.1,69.6,74.4,19.4,9.1
"Warrenville city, Illinois",78929,17,13738,89010,40693,3.5,22.3,2008,51.3,81.8,6.3,2.3,7.2,0.1,5.9,21.3,66.5,15.1,5410,4087,235200,1709,794,1513,5214,2.61,90.4,23.6,96.7,93.0,87.5,40.4,6.4,6.2,75.1,68.7,27.4,8.1
"Warsaw city, Illinois",78942,17,1631,56793,30705,8.5,26.1,359,54.8,99.2,0.2,1.6,0.1,0.2,1.8,1.0,96.9,0.6,809,568,82200,1041,457,699,673,2.42,88.7,0.0,81.3,73.8,93.6,23.1,12.3,4.8,62.2,60.3,24.5,7.8
"Washburn village, Illinois",79007,17,1150,49000,27131,7.7,24.9,160,49.0,98.8,0.5,0.4,0.0,0.0,0.8,3.5,95.6,0.0,514,358,78100,968,473,832,472,2.44,82.1,3.1,91.1,85.2,93.1,9.2,16.1,2.5,63.3,55.0,27.2,24.2
"Washington city, Illinois",79033,17,16008,79384,38555,5.9,30.3,2494,51.6,96.7,1.7,0.0,1.3,0.0,1.6,2.4,94.4,2.2,6384,4710,188200,1564,642,934,6013,2.65,89.5,2.4,94.2,89.9,97.7,43.0,6.9,5.6,65.0,59.3,20.1,4.9
"Washington Park village, Illinois",79085,17,2732,26928,12399,5.9,22.7,422,44.4,5.1,91.9,0.3,0.3,0.0,0.4,4.8,3.8,2.3,1579,666,31000,777,363,948,993,2.43,89.9,4.1,78.8,56.8,75.9,7.5,21.4,8.5,43.2,46.4,23.8,50.9
"Wataga village, Illinois",79124,17,726,44821,26010,7.4,19.8,131,48.6,97.8,1.8,1.7,0.7,0.0,5.2,3.6,92.6,1.0,372,245,79300,873,435,502,341,2.13,94.6,0.3,88.6,81.5,93.4,9.6,10.9,7.0,69.5,65.6,20.4,19.7
"Waterloo city, Illinois",79150,17,10906,79107,37787,6.7,22.1,2226,51.2,97.3,0.5,0.9,1.8,0.0,1.2,1.5,95.3,1.7,4625,3317,207400,1681,666,816,4366,2.47,92.2,2.8,92.4,87.6,95.1,35.8,7.8,3.2,65.0,60.4,27.9,2.8
"Waterman village, Illinois",79163,17,1602,88047,33476,7.5,28.3,135,56.7,94.6,2.7,0.9,7.4,0.0,8.6,7.7,81.6,4.1,553,432,174700,1599,626,778,529,3.03,94.0,6.7,95.5,92.1,92.2,25.2,9.2,4.7,74.0,65.8,38.1,10.0
"Watseka city, Illinois",79228,17,4623,38328,24591,4.8,16.7,1183,55.2,95.9,0.7,0.4,1.3,0.0,2.3,4.6,91.8,3.3,2504,1336,81500,1055,448,697,2143,2.09,87.4,4.7,85.3,77.6,83.3,9.7,18.7,4.2,53.9,51.1,19.5,13.8
"Watson village, Illinois",79241,17,707,63000,25656,3.8,23.3,64,51.3,99.0,1.6,0.7,0.0,0.0,1.3,0.0,97.7,0.6,293,222,78300,838,440,490,268,2.64,96.9,0.0,91.0,80.2,91.6,11.9,6.3,5.3,77.1,69.6,17.8,10.8
"Wauconda village, Illinois",79267,17,14068,102750,42779,7.9,27.4,1494,50.3,86.9,2.7,0.4,7.9,0.0,5.8,18.1,72.0,12.6,5386,4004,235000,2152,848,1276,5080,2.76,92.7,22.6,97.5,95.5,90.9,42.0,6.6,7.0,74.7,68.7,32.3,4.1
"Waukegan city, Illinois",79293,17,89751,58844,26834,6.5,25.7,9570,49.4,47.4,21.4,2.6,7.2,0.2,12.6,53.4,18.6,30.2,32183,14791,146900,1474,632,1023,30399,2.88,83.3,53.2,93.5,87.1,76.8,19.6,9.7,15.0,68.4,63.7,26.2,15.1
"Waverly city, Illinois",79358,17,1411,48125,26839,9.1,21.3,295,53.9,94.8,5.0,0.7,2.6,0.0,3.1,0.5,91.6,3.3,600,413,82100,1056,383,672,547,2.58,89.4,0.0,87.4,77.9,87.9,17.6,14.6,6.0,54.8,50.2,26.7,10.0
"Wayne village, Illinois",79397,17,2548,143750,68393,6.0,18.1,573,52.4,82.3,2.8,1.2,14.8,0.0,4.2,4.4,76.5,19.2,1010,873,592300,3330,1501,3058,924,2.76,89.9,20.8,97.1,94.5,97.2,47.6,3.2,3.5,70.2,66.2,26.6,0.6
"Wayne City village, Illinois",79436,17,1022,52500,25879,4.5,21.9,247,53.4,98.9,0.0,1.7,0.0,0.0,0.6,0.8,98.3,0.0,462,352,90600,1088,452,706,416,2.46,87.1,1.4,88.7,86.1,93.8,17.2,21.6,6.7,47.5,39.3,29.6,9.4
"Waynesville village, Illinois",79449,17,417,69286,36498,5.3,18.7,72,47.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,215,171,74600,843,461,596,182,2.29,98.6,0.0,91.8,80.8,98.1,7.5,10.1,1.9,67.4,67.9,24.4,7.9
"Weldon village, Illinois",79683,17,334,43571,31757,5.4,20.1,81,44.6,100.0,0.0,2.4,2.7,0.0,5.1,1.5,93.4,0.0,170,139,79600,866,531,854,152,2.20,95.2,0.3,79.6,69.7,93.1,9.3,15.6,6.6,57.7,52.2,27.9,16.8
"Wellington village, Illinois",79735,17,223,34583,20032,8.5,22.4,59,56.1,96.9,0.0,0.0,0.0,0.0,1.3,3.1,95.5,0.0,106,74,62100,750,406,744,96,2.32,99.1,3.4,84.4,88.5,79.5,11.2,20.2,4.9,46.1,43.0,39.0,19.7
"Wenona city, Illinois",79813,17,1116,37250,25037,12.2,26.2,199,53.9,99.6,3.7,0.4,0.0,0.0,3.8,3.3,92.9,3.4,546,315,88800,1156,411,703,502,2.22,89.8,3.4,86.1,82.1,87.3,16.0,11.2,6.5,56.6,55.7,31.2,20.6
"West Brooklyn village, Illinois",80008,17,154,88438,28347,8.4,42.9,19,44.2,99.4,0.0,1.3,0.6,0.0,3.2,3.2,94.8,7.8,56,34,95000,975,525,1297,47,3.28,98.1,1.4,91.5,87.2,86.0,33.7,29.0,4.5,60.2,59.6,38.0,1.9
"Westchester village, Illinois",80047,17,16837,94151,46608,5.0,16.6,4586,53.6,70.0,22.6,0.3,3.1,0.1,4.9,20.7,54.0,13.6,7055,6236,257500,1851,731,1587,6829,2.44,93.6,23.0,93.0,87.1,94.0,43.1,6.9,4.0,63.9,61.2,27.8,3.3
"West Chicago city, Illinois",80060,17,25881,83379,33049,5.5,25.9,2385,49.3,62.8,7.0,1.7,9.1,0.0,9.8,48.9,35.7,32.1,7918,5341,254700,2095,888,1227,7540,3.39,91.2,52.7,96.7,90.8,80.4,31.1,6.6,11.5,72.9,66.0,27.1,11.3
"West City village, Illinois",80073,17,568,38594,21351,7.2,25.4,92,47.9,98.1,2.5,0.7,0.0,0.0,1.8,0.5,96.3,0.4,290,151,66500,1048,417,679,247,2.30,80.1,0.9,89.9,73.3,85.8,15.3,24.4,5.3,56.9,60.4,22.0,32.0
"West Dundee village, Illinois",80125,17,7797,99734,44305,7.6,21.7,853,47.9,87.1,2.0,0.9,6.2,0.0,3.4,10.7,80.8,10.6,3171,1759,299800,2227,1006,1285,3102,2.51,84.5,13.0,94.3,93.3,94.5,45.8,6.1,5.5,73.4,66.1,28.3,6.3
"Western Springs village, Illinois",80242,17,13550,196638,86977,7.8,31.8,1821,49.1,96.9,2.0,0.4,1.5,0.0,2.3,5.8,91.1,3.3,4669,4398,623400,3492,1225,2234,4510,3.00,93.2,6.9,97.0,95.7,99.5,81.5,6.1,1.2,63.7,53.8,31.3,2.3
"Westfield village, Illinois",80281,17,521,55714,26779,1.2,18.8,138,50.9,97.7,0.0,1.3,1.5,0.0,1.2,1.9,96.5,1.0,234,205,62600,839,310,772,226,2.31,91.4,0.8,83.2,74.8,93.6,8.9,15.8,4.6,59.5,47.9,22.6,6.6
"West Frankfort city, Illinois",80333,17,7299,37328,20540,5.7,24.0,1368,49.5,99.4,1.3,1.7,0.3,0.0,2.9,0.1,96.4,0.3,3612,1975,68600,969,380,573,3108,2.31,82.8,1.1,87.9,82.4,86.5,9.1,22.4,4.5,54.2,50.8,22.2,33.6
